0,1
113.314801,23.129481
113.315,23.1297
113.303,23.1489
113.315,23.1298
113.26,23.1863
113.274967,23.139503
113.261399,23.142044
113.25,23.1468
113.288,23.1308
113.315,23.1291
113.246,23.1345
113.246,23.1346
113.315,23.1292
113.283247,23.12697
113.229973,23.124409
113.315228,23.129213
113.254468,23.125194
113.263,23.1455
113.264,23.1453
113.247434,23.125649
113.264,23.1454
113.361,23.1234
113.245721,23.134551
113.368731,23.131186
113.315,23.1337
113.280884,23.115003
113.283,23.127
113.361,23.1236
113.286425,23.107888
113.368,23.1214
113.315746,23.091243
113.316033,23.134156
113.275,23.1393
113.279749,23.184397
113.26,23.1864
113.286,23.1081
113.260459,23.125356
113.243,23.1084
113.26031,23.186325
113.243,23.1086
113.315,23.1338
113.313958,23.147252
113.249,23.1476
113.249,23.1467
113.263634,23.211848
113.314,23.1478
113.234354,23.147705
113.271,23.104
113.265947,23.131481
113.23,23.1248
113.249041,23.147824
113.253095,23.115959
113.29,23.1121
113.276,23.1394
113.368,23.1314
113.284,23.127
113.23,23.1249
113.316,23.0842
113.287,23.1096
113.286,23.108
113.322,23.0315
113.265946,23.144883
113.23,23.125
113.346,23.1418
113.270649,23.104091
113.367592,23.121539
113.28,23.1153
113.253,23.1159
113.249,23.1477
113.261903,23.136216
113.248,23.1257
113.253,23.116
113.216,23.1518
113.235,23.1823
113.254,23.1252
113.26,23.1253
113.346,23.1417
113.266,23.1315
113.265441,23.092129
113.303,23.149
113.395,23.1672
113.274499,23.131804
113.289883,23.112104
113.273,23.1583
113.242,23.1913
113.245,23.133
113.406914,23.147179
113.269669,23.106622
113.299581,23.056239
113.264,23.2124
113.294213,23.142516
113.294,23.1446
113.347,23.2172
113.354986,23.082543
113.407,23.1475
113.242134,23.19134
113.332768,23.15504
113.218203,23.106816
113.254,23.1251
113.248,23.1258
